batch_number,production_line,done,created_at,updated_at,deleted_at
NG1_2024_7736,6,2024-08-19 00:00:00,,,
NG1_2024_7737,6,2024-08-20 00:00:00,,,
NG1_2024_7738,6,2024-08-21 00:00:00,,,
NG1_2024_7739,6,2024-08-22 00:00:00,,,
NG1_2024_7740,6,2024-08-23 00:00:00,,,
NG1_2024_7741,6,2024-08-24 00:00:00,,,
NG1_2024_7742,6,2024-08-25 00:00:00,,,
NG1_2024_7743,6,2024-08-26 00:00:00,,,
NG1_2024_7744,6,2024-08-27 00:00:00,,,
NG1_2024_7745,6,2024-08-28 00:00:00,,,
NG1_2024_7746,6,2024-08-29 00:00:00,,,
NG1_2024_7747,6,2024-08-30 00:00:00,,,
NG1_2024_7748,6,2024-08-31 00:00:00,,,
NG1_2024_7749,6,2024-09-01 00:00:00,,,
NG1_2024_7750,6,2024-09-02 00:00:00,,,
NG1_2024_7751,6,2024-09-03 00:00:00,,,
NG1_2024_7752,6,2024-09-04 00:00:00,,,
NG1_2024_7753,6,2024-09-05 00:00:00,,,
NG1_2024_7754,6,2024-09-06 00:00:00,,,
NG1_2024_7755,6,2024-09-07 00:00:00,,,
NG1_2024_7756,6,2024-09-08 00:00:00,,,
NG1_2024_7757,6,2024-09-08 00:00:00,,,
NG1_2024_7758,6,2024-09-09 00:00:00,,,
NG1_2024_7759,6,2024-09-10 00:00:00,,,
NG1_2024_7760,6,2024-09-11 00:00:00,,,
NG1_2024_7761,6,2024-09-12 00:00:00,,,
NG1_2024_7762,6,2024-09-13 00:00:00,,,
NG1_2024_7763,6,2024-09-14 00:00:00,,,
NG1_2024_7764,6,2024-09-15 00:00:00,,,
NG1_2024_7765,6,2024-09-16 00:00:00,,,
NG1_2024_7766,6,2024-09-17 00:00:00,,,
NG1_2024_7767,6,2024-09-18 00:00:00,,,
NG1_2024_7768,6,2024-09-19 00:00:00,,,
NG1_2024_7769,6,2024-09-20 00:00:00,,,
NG1_2024_7770,6,2024-09-21 00:00:00,,,
NG1_2024_7771,6,2024-09-22 00:00:00,,,
NG1_2024_7772,6,2024-09-23 00:00:00,,,
NG1_2024_7773,6,2024-09-24 00:00:00,,,
NG1_2024_7774,6,2024-09-25 00:00:00,,,
NG1_2024_7775,6,2024-09-25 00:00:00,,,
NG1_2024_7776,6,2024-09-26 00:00:00,,,
NG1_2024_7777,6,2024-09-27 00:00:00,,,
NG1_2024_7778,6,2024-09-28 00:00:00,,,
NG1_2024_7779,6,2024-09-29 00:00:00,,,
NG1_2024_7780,6,2024-09-30 00:00:00,,,
NG1_2024_7781,6,2024-10-01 00:00:00,,,
NG1_2024_7782,6,2024-10-02 00:00:00,,,
NG1_2024_7783,6,2024-10-03 00:00:00,,,
NG1_2024_7784,6,2024-10-04 00:00:00,,,
NG1_2024_7785,6,2024-10-05 00:00:00,,,
NG1_2024_7786,6,2024-10-06 00:00:00,,,
NG1_2024_7787,6,2024-10-07 00:00:00,,,
NG1_2024_7788,6,2024-10-08 00:00:00,,,
NG1_2024_7789,6,2024-10-09 00:00:00,,,
NG1_2024_7790,6,2024-10-10 00:00:00,,,
NG1_2024_7791,6,2024-10-11 00:00:00,,,
NG1_2024_7792,6,2024-10-12 00:00:00,,,
NG1_2024_7793,6,2024-10-13 00:00:00,,,
NG1_2024_7794,6,2024-10-14 00:00:00,,,
NG1_2024_7795,6,2024-10-15 00:00:00,,,
NG1_2024_7796,6,2024-10-16 00:00:00,,,
NG1_2024_7797,6,2024-10-17 00:00:00,,,
NG1_2024_7798,6,2024-10-17 00:00:00,,,
NG1_2024_7799,6,2024-10-18 00:00:00,,,
NG1_2024_7800,6,2024-10-19 00:00:00,,,
NG1_2024_7801,6,2024-10-20 00:00:00,,,
NG1_2024_7802,6,2024-10-21 00:00:00,,,
NG1_2024_7803,6,2024-10-22 00:00:00,,,
NG1_2024_7804,6,2024-10-23 00:00:00,,,
NG1_2024_7805,6,2024-10-24 00:00:00,,,
NG1_2024_7806,6,2024-10-25 00:00:00,,,
NG1_2024_7807,6,2024-10-26 00:00:00,,,
NG1_2024_7808,6,2024-10-27 00:00:00,,,
NG1_2024_7809,6,2024-10-28 00:00:00,,,
NG1_2024_7810,6,2024-10-29 00:00:00,,,
NG1_2024_7811,6,2024-10-30 00:00:00,,,
NG1_2024_7812,6,2024-10-31 00:00:00,,,
NG1_2024_7813,6,2024-11-01 00:00:00,,,
NG1_2024_7814,6,2024-11-02 00:00:00,,,
NG1_2024_7815,6,2024-11-03 00:00:00,,,
NG1_2024_7816,6,2024-11-04 00:00:00,,,
NG1_2024_7817,6,2024-11-05 00:00:00,,,
NG1_2024_7818,6,2024-11-06 00:00:00,,,
NG1_2024_7819,6,2024-11-07 00:00:00,,,
NG1_2024_7820,6,2024-11-08 00:00:00,,,
NG1_2024_7821,6,2024-11-09 00:00:00,,,
NG1_2024_7822,6,2024-11-10 00:00:00,,,
NG1_2024_7823,6,2024-11-11 00:00:00,,,
NG1_2024_7824,6,2024-11-12 00:00:00,,,
NG1_2024_7825,6,2024-11-12 00:00:00,,,
NG1_2024_7826,6,2024-11-13 00:00:00,,,
NG1_2024_7827,6,2024-11-14 00:00:00,,,
NG1_2024_7828,6,2024-11-15 00:00:00,,,
NG1_2024_7829,6,2024-11-16 00:00:00,,,
NG1_2024_7830,6,2024-11-17 00:00:00,,,
NG1_2024_7831,6,2024-11-18 00:00:00,,,
NG1_2024_7832,6,2024-11-19 00:00:00,,,
NG1_2024_7833,6,2024-11-20 00:00:00,,,
NG1_2024_7834,6,2024-11-21 00:00:00,,,
NG1_2024_7835,6,2024-11-22 00:00:00,,,
NG1_2024_7836,6,2024-11-23 00:00:00,,,
NG1_2024_7837,6,2024-11-24 00:00:00,,,
NG1_2024_7838,6,2024-11-25 00:00:00,,,
NG1_2024_7839,6,2024-11-26 00:00:00,,,
NG1_2024_7840,6,2024-11-27 00:00:00,,,
NG1_2024_7841,6,2024-11-27 00:00:00,,,
NG1_2024_7842,6,2024-11-28 00:00:00,,,
NG1_2024_7843,6,2024-11-29 00:00:00,,,
NG1_2024_7844,6,2024-11-30 00:00:00,,,
NG1_2024_7845,6,2024-12-01 00:00:00,,,
NG1_2024_7846,6,2024-12-02 00:00:00,,,
NG1_2024_7847,6,2024-12-03 00:00:00,,,
NG1_2024_7848,6,2024-12-04 00:00:00,,,
NG1_2024_7849,6,2024-12-05 00:00:00,,,
NG1_2024_7850,6,2024-12-06 00:00:00,,,
NG1_2024_7851,6,2024-12-07 00:00:00,,,
NG1_2024_7852,6,2024-12-08 00:00:00,,,
NG1_2024_7853,6,2024-12-09 00:00:00,,,
NG1_2024_7854,6,2024-12-10 00:00:00,,,
NG1_2024_7855,6,2024-12-10 00:00:00,,,
NG1_2024_7856,6,2024-12-11 00:00:00,,,
NG1_2024_7857,6,2024-12-12 00:00:00,,,
NG1_2024_7858,6,2024-12-13 00:00:00,,,
NG1_2024_7859,6,2024-12-14 00:00:00,,,
NG1_2024_7860,6,2024-12-15 00:00:00,,,
NG1_2024_7861,6,2024-12-16 00:00:00,,,
NG1_2024_7862,6,2024-12-17 00:00:00,,,
NG1_2024_7863,6,2024-12-18 00:00:00,,,
NG1_2024_7864,6,2024-12-19 00:00:00,,,
NG1_2024_7865,6,2024-12-20 00:00:00,,,
NG1_2024_7866,6,2024-12-21 00:00:00,,,
NG1_2024_7867,6,2024-12-21 00:00:00,,,
NG1_2024_7868,6,2024-12-22 00:00:00,,,
NG1_2024_7869,6,2024-12-23 00:00:00,,,
NG1_2024_7870,6,2024-12-24 00:00:00,,,
NG1_2024_7871,6,2024-12-25 00:00:00,,,
NG1_2024_7872,6,2024-12-26 00:00:00,,,
NG1_2024_7873,6,2024-12-27 00:00:00,,,
NG1_2024_7874,6,2024-12-28 00:00:00,,,
NG1_2024_7875,6,2024-12-29 00:00:00,,,
NG1_2024_7876,6,2024-12-30 00:00:00,,,
NG1_2024_7877,6,2024-12-31 00:00:00,,,
NG1_2024_7878,6,2025-01-01 00:00:00,,,
NG1_2024_7879,6,2025-01-01 00:00:00,,,
NG1_2024_7880,6,2025-01-02 00:00:00,,,
NG1_2024_7881,6,2025-01-03 00:00:00,,,
NG1_2024_7882,6,2025-01-04 00:00:00,,,
NG1_2024_7883,6,2025-01-05 00:00:00,,,
NG1_2024_7884,6,2025-01-06 00:00:00,,,
NG1_2024_7885,6,2025-01-07 00:00:00,,,
NG1_2024_7886,6,2025-01-08 00:00:00,,,
NG1_2024_7887,6,2025-01-09 00:00:00,,,
NG1_2025_7888,6,2025-01-10 00:00:00,,,
NG1_2025_7889,6,2025-01-11 00:00:00,,,
NG1_2025_7890,6,2025-01-12 00:00:00,,,
NG1_2025_7891,6,2025-01-13 00:00:00,,,
NG1_2025_7892,6,2025-01-13 00:00:00,,,
NG1_2025_7893,6,2025-01-14 00:00:00,,,
NG1_2025_7894,6,2025-01-15 00:00:00,,,
NG1_2025_7895,6,2025-01-16 00:00:00,,,
NG1_2025_7896,6,2025-01-17 00:00:00,,,
NG1_2025_7897,6,2025-01-18 00:00:00,,,
NG1_2025_7898,6,2025-01-19 00:00:00,,,
NG1_2025_7899,6,2025-01-20 00:00:00,,,
NG1_2025_7900,6,2025-01-21 00:00:00,,,
NG1_2025_7901,6,2025-01-22 00:00:00,,,
NG1_2025_7902,6,2025-01-23 00:00:00,,,
NG1_2025_7903,6,2025-01-23 00:00:00,,,
NG1_2025_7904,6,2025-01-24 00:00:00,,,
NG1_2025_7905,6,2025-01-25 00:00:00,,,
NG1_2025_7906,6,2025-01-26 00:00:00,,,
NG1_2025_7907,6,2025-01-27 00:00:00,,,
NG1_2025_7908,6,2025-01-28 00:00:00,,,
NG1_2025_7909,6,2025-01-29 00:00:00,,,
NG1_2025_7910,6,2025-01-30 00:00:00,,,
NG1_2025_7911,6,2025-01-31 00:00:00,,,
NG1_2025_7912,6,2025-02-01 00:00:00,,,
NG1_2025_7913,6,2025-02-02 00:00:00,,,
NG1_2025_7914,6,2025-02-03 00:00:00,,,
NG1_2025_7915,6,2025-02-03 00:00:00,,,
NG1_2025_7916,6,2025-02-04 00:00:00,,,
NG1_2025_7917,6,2025-02-05 00:00:00,,,
NG1_2025_7918,6,2025-02-06 00:00:00,,,
NG1_2025_7919,6,2025-02-07 00:00:00,,,
NG1_2025_7920,6,2025-02-08 00:00:00,,,
NG1_2025_7921,6,2025-02-09 00:00:00,,,
NG1_2025_7922,6,2025-02-10 00:00:00,,,
NG1_2025_7923,6,2025-02-11 00:00:00,,,
NG1_2025_7924,6,2025-02-12 00:00:00,,,
NG1_2025_7925,6,2025-02-13 00:00:00,,,
NG1_2025_7926,6,2025-02-14 00:00:00,,,
NG1_2025_7927,6,2025-02-15 00:00:00,,,
NG1_2025_7928,6,2025-02-16 00:00:00,,,
NG1_2025_7929,6,2025-02-17 00:00:00,,,
NG1_2025_7930,6,2025-02-18 00:00:00,,,
NG1_2025_7931,6,2025-02-19 00:00:00,,,
NG1_2025_7932,6,2025-02-19 00:00:00,,,
NG1_2025_7933,6,2025-02-20 00:00:00,,,
NG1_2025_7934,6,2025-02-21 00:00:00,,,
NG1_2025_7935,6,2025-02-22 00:00:00,,,
NG1_2025_7936,6,2025-02-23 00:00:00,,,
NG1_2025_7937,6,2025-02-24 00:00:00,,,
NG1_2025_7938,6,2025-02-25 00:00:00,,,
NG1_2025_7939,6,2025-02-26 00:00:00,,,
NG1_2025_7940,6,2025-02-27 00:00:00,,,
NG1_2025_7941,6,2025-02-27 00:00:00,,,
NG1_2025_7942,6,2025-02-28 00:00:00,,,
NG1_2025_7943,6,2025-03-01 00:00:00,,,
NG1_2025_7944,6,2025-03-02 00:00:00,,,
NG1_2025_7945,6,2025-03-03 00:00:00,,,
NG1_2025_7946,6,2025-03-04 00:00:00,,,
NG1_2025_7947,6,2025-03-05 00:00:00,,,
NG1_2025_7948,6,2025-03-06 00:00:00,,,
NG1_2025_7949,6,2025-03-07 00:00:00,,,
NG1_2025_7950,6,2025-03-08 00:00:00,,,
NG1_2025_7951,6,2025-03-09 00:00:00,,,
NG1_2025_7952,6,2025-03-10 00:00:00,,,
NG1_2025_7953,6,2025-03-11 00:00:00,,,
NG1_2025_7954,6,2025-03-11 00:00:00,,,
NG1_2025_7955,6,2025-03-12 00:00:00,,,
NG1_2025_7956,6,2025-03-13 00:00:00,,,
NG1_2025_7957,6,2025-03-14 00:00:00,,,
NG1_2025_7958,6,2025-03-15 00:00:00,,,
NG1_2025_7959,6,2025-03-16 00:00:00,,,
NG1_2025_7960,6,2025-03-17 00:00:00,,,
NG1_2025_7961,6,2025-03-18 00:00:00,,,
NG1_2025_7962,6,2025-03-19 00:00:00,,,
NG1_2025_7963,6,2025-03-20 00:00:00,,,
NG1_2025_7964,6,2025-03-21 00:00:00,,,
NG1_2025_7965,6,2025-03-22 00:00:00,,,
NG1_2025_7966,6,2025-03-23 00:00:00,,,
NG1_2025_7967,6,2025-03-23 00:00:00,,,
NG1_2025_7968,6,2025-03-24 00:00:00,,,
NG1_2025_7969,6,2025-03-25 00:00:00,,,
NG1_2025_7970,6,2025-03-26 00:00:00,,,
NG1_2025_7971,6,2025-03-27 00:00:00,,,
NG1_2025_7972,6,2025-03-28 00:00:00,,,
NG1_2025_7973,6,2025-03-29 00:00:00,,,
NG1_2025_7974,6,2025-03-30 00:00:00,,,
NG1_2025_7975,6,2025-03-31 00:00:00,,,
NG1_2025_7976,6,2025-03-31 00:00:00,,,
NG1_2025_7977,6,2025-04-01 00:00:00,,,
NG1_2025_7978,6,2025-04-02 00:00:00,,,
NG1_2025_7979,6,2025-04-03 00:00:00,,,
NG1_2025_7980,6,2025-04-04 00:00:00,,,
NG1_2025_7981,6,2025-04-05 00:00:00,,,
NG1_2025_7982,6,2025-04-06 00:00:00,,,
NG1_2025_7983,6,2025-04-07 00:00:00,,,
NG1_2025_7984,6,2025-04-08 00:00:00,,,
NG1_2025_7985,6,2025-04-09 00:00:00,,,
NG1_2025_7986,6,2025-04-10 00:00:00,,,
NG1_2025_7987,6,2025-04-11 00:00:00,,,
NG2_2024_5286,3,2024-01-01 00:00:00,,,
NG2_2024_5287,3,2024-01-01 00:00:00,,,
NG2_2024_5288,3,2024-01-02 00:00:00,,,
NG2_2024_5289,3,2024-01-03 00:00:00,,,
NG2_2024_5290,3,2024-01-04 00:00:00,,,
NG2_2024_5291,3,2024-01-05 00:00:00,,,
NG2_2024_5292,3,2024-01-06 00:00:00,,,
NG2_2024_5293,3,2024-01-07 00:00:00,,,
NG2_2024_5294,3,2024-01-08 00:00:00,,,
NG2_2024_5295,3,2024-01-09 00:00:00,,,
NG2_2024_5296,3,2024-01-09 00:00:00,,,
NG2_2024_5297,3,2024-01-10 00:00:00,,,
NG2_2024_5298,3,2024-01-11 00:00:00,,,
NG2_2024_5299,3,2024-01-12 00:00:00,,,
NG2_2024_5300,3,2024-01-13 00:00:00,,,
NG2_2024_5301,3,2024-01-14 00:00:00,,,
NG2_2024_5302,3,2024-01-15 00:00:00,,,
NG2_2024_5303,3,2024-01-16 00:00:00,,,
NG2_2024_5304,3,2024-01-16 00:00:00,,,
NG2_2024_5305,3,2024-01-17 00:00:00,,,
NG2_2024_5306,3,2024-01-18 00:00:00,,,
NG2_2024_5307,3,2024-01-19 00:00:00,,,
NG2_2024_5308,3,2024-01-20 00:00:00,,,
NG2_2024_5309,3,2024-01-21 00:00:00,,,
NG2_2024_5310,3,2024-01-22 00:00:00,,,
NG2_2024_5311,3,2024-01-23 00:00:00,,,
NG2_2024_5312,3,2024-01-24 00:00:00,,,
NG2_2024_5313,3,2024-01-24 00:00:00,,,
NG2_2024_5314,3,2024-01-25 00:00:00,,,
NG2_2024_5315,3,2024-01-26 00:00:00,,,
NG2_2024_5316,3,2024-01-27 00:00:00,,,
NG2_2024_5317,3,2024-01-28 00:00:00,,,
NG2_2024_5318,3,2024-02-03 00:00:00,,,
NG2_2024_5319,3,2024-02-04 00:00:00,,,
NG2_2024_5320,3,2024-02-05 00:00:00,,,
NG2_2024_5321,3,2024-02-05 00:00:00,,,
NG2_2024_5322,3,2024-02-06 00:00:00,,,
NG2_2024_5323,3,2024-02-07 00:00:00,,,
NG2_2024_5324,3,2024-02-08 00:00:00,,,
NG2_2024_5325,3,2024-02-09 00:00:00,,,
NG2_2024_5326,3,2024-02-09 00:00:00,,,
NG2_2024_5327,3,2024-02-10 00:00:00,,,
NG2_2024_5328,3,2024-02-11 00:00:00,,,
NG2_2024_5329,3,2024-02-12 00:00:00,,,
NG2_2024_5330,3,2024-02-13 00:00:00,,,
NG2_2024_5331,3,2024-02-14 00:00:00,,,
NG2_2024_5332,3,2024-02-15 00:00:00,,,
NG2_2024_5333,3,2024-02-15 00:00:00,,,
NG2_2024_5334,3,2024-02-16 00:00:00,,,
NG2_2024_5335,3,2024-02-17 00:00:00,,,
NG2_2024_5336,3,2024-02-18 00:00:00,,,
NG2_2024_5337,3,2024-02-19 00:00:00,,,
NG2_2024_5338,3,2024-02-20 00:00:00,,,
NG2_2024_5339,3,2024-02-20 00:00:00,,,
NG2_2024_5340,3,2024-02-21 00:00:00,,,
NG2_2024_5341,3,2024-02-22 00:00:00,,,
NG2_2024_5342,3,2024-02-23 00:00:00,,,
NG2_2024_5343,3,2024-02-24 00:00:00,,,
NG2_2024_5344,3,2024-02-25 00:00:00,,,
NG2_2024_5345,3,2024-02-26 00:00:00,,,
NG2_2024_5346,3,2024-02-26 00:00:00,,,
NG2_2024_5347,3,2024-02-27 00:00:00,,,
NG2_2024_5348,3,2024-02-28 00:00:00,,,
NG2_2024_5349,3,2024-02-29 00:00:00,,,
NG2_2024_5350,3,2024-03-01 00:00:00,,,
NG2_2024_5351,3,2024-03-02 00:00:00,,,
NG2_2024_5352,3,2024-03-03 00:00:00,,,
NG2_2024_5353,3,2024-03-03 00:00:00,,,
NG2_2024_5354,3,2024-03-04 00:00:00,,,
NG2_2024_5355,3,2024-03-05 00:00:00,,,
NG2_2024_5356,3,2024-03-06 00:00:00,,,
NG2_2024_5357,3,2024-03-07 00:00:00,,,
NG2_2024_5358,3,2024-03-08 00:00:00,,,
NG2_2024_5359,3,2024-03-08 00:00:00,,,
NG2_2024_5360,3,2024-03-09 00:00:00,,,
NG2_2024_5361,3,2024-03-10 00:00:00,,,
NG2_2024_5362,3,2024-03-11 00:00:00,,,
NG2_2024_5363,3,2024-03-12 00:00:00,,,
NG2_2024_5364,3,2024-03-13 00:00:00,,,
NG2_2024_5365,3,2024-03-14 00:00:00,,,
NG2_2024_5366,3,2024-03-14 00:00:00,,,
NG2_2024_5367,3,2024-03-15 00:00:00,,,
NG2_2024_5368,3,2024-03-16 00:00:00,,,
NG2_2024_5369,3,2024-03-17 00:00:00,,,
NG2_2024_5370,3,2024-03-18 00:00:00,,,
NG2_2024_5371,3,2024-03-19 00:00:00,,,
NG2_2024_5372,3,2024-03-19 00:00:00,,,
NG2_2024_5373,3,2024-03-20 00:00:00,,,
NG2_2024_5374,3,2024-03-21 00:00:00,,,
NG2_2024_5375,3,2024-03-22 00:00:00,,,
NG2_2024_5376,3,2024-03-23 00:00:00,,,
NG2_2024_5377,3,2024-03-24 00:00:00,,,
NG2_2024_5378,3,2024-03-25 00:00:00,,,
NG2_2024_5379,3,2024-03-25 00:00:00,,,
NG2_2024_5380,3,2024-03-26 00:00:00,,,
NG2_2024_5381,3,2024-03-27 00:00:00,,,
NG2_2024_5382,3,2024-03-28 00:00:00,,,
NG2_2024_5383,3,2024-03-29 00:00:00,,,
NG2_2024_5384,3,2024-03-30 00:00:00,,,
NG2_2024_5385,3,2024-03-31 00:00:00,,,
NG2_2024_5386,3,2024-03-31 00:00:00,,,
NG2_2024_5387,3,2024-04-01 00:00:00,,,
NG2_2024_5388,3,2024-04-02 00:00:00,,,
NG2_2024_5389,3,2024-04-03 00:00:00,,,
NG2_2024_5390,3,2024-04-04 00:00:00,,,
NG2_2024_5391,3,2024-04-05 00:00:00,,,
NG2_2024_5392,3,2024-04-06 00:00:00,,,
NG2_2024_5393,3,2024-04-07 00:00:00,,,
NG2_2024_5394,3,2024-04-07 00:00:00,,,
NG2_2024_5395,3,2024-04-08 00:00:00,,,
NG2_2024_5396,3,2024-04-09 00:00:00,,,
NG2_2024_5397,3,2024-04-10 00:00:00,,,
NG2_2024_5398,3,2024-04-11 00:00:00,,,
NG2_2024_5399,3,2024-04-12 00:00:00,,,
NG2_2024_5400,3,2024-04-13 00:00:00,,,
NG2_2024_5401,3,2024-04-14 00:00:00,,,
NG2_2024_5402,3,2024-04-15 00:00:00,,,
NG2_2024_5403,3,2024-04-15 00:00:00,,,
NG2_2024_5404,3,2024-04-16 00:00:00,,,
NG2_2024_5405,3,2024-04-17 00:00:00,,,
NG2_2024_5406,3,2024-04-18 00:00:00,,,
NG2_2024_5407,3,2024-04-19 00:00:00,,,
NG2_2024_5408,3,2024-04-20 00:00:00,,,
NG2_2024_5409,3,2024-04-21 00:00:00,,,
NG2_2024_5410,3,2024-04-21 00:00:00,,,
NG2_2024_5411,3,2024-04-22 00:00:00,,,
NG2_2024_5412,3,2024-04-23 00:00:00,,,
NG2_2024_5413,3,2024-04-24 00:00:00,,,
NG2_2024_5414,3,2024-04-25 00:00:00,,,
NG2_2024_5415,3,2024-04-26 00:00:00,,,
NG2_2024_5416,3,2024-04-27 00:00:00,,,
NG2_2024_5417,3,2024-04-28 00:00:00,,,
NG2_2024_5418,3,2024-04-29 00:00:00,,,
NG2_2024_5419,3,2024-04-29 00:00:00,,,
NG2_2024_5420,3,2024-04-30 00:00:00,,,
NG2_2024_5421,3,2024-05-01 00:00:00,,,
NG2_2024_5422,3,2024-05-02 00:00:00,,,
NG2_2024_5423,3,2024-05-03 00:00:00,,,
NG2_2024_5424,3,2024-05-04 00:00:00,,,
NG2_2024_5425,3,2024-05-05 00:00:00,,,
NG2_2024_5426,3,2024-05-05 00:00:00,,,
NG2_2024_5427,3,2024-05-06 00:00:00,,,
NG2_2024_5428,3,2024-05-07 00:00:00,,,
NG2_2024_5429,3,2024-05-08 00:00:00,,,
NG2_2024_5430,3,2024-05-09 00:00:00,,,
NG2_2024_5431,3,2024-05-10 00:00:00,,,
NG2_2024_5432,3,2024-05-11 00:00:00,,,
NG2_2024_5433,3,2024-05-11 00:00:00,,,
NG2_2024_5434,3,2024-05-12 00:00:00,,,
NG2_2024_5435,3,2024-05-13 00:00:00,,,
NG2_2024_5436,3,2024-05-14 00:00:00,,,
NG2_2024_5437,3,2024-05-15 00:00:00,,,
NG2_2024_5438,3,2024-05-16 00:00:00,,,
NG2_2024_5439,3,2024-05-17 00:00:00,,,
NG2_2024_5440,3,2024-05-18 00:00:00,,,
NG2_2024_5441,3,2024-05-19 00:00:00,,,
NG2_2024_5442,3,2024-05-20 00:00:00,,,
NG2_2024_5443,3,2024-05-20 00:00:00,,,
NG2_2024_5444,3,2024-05-21 00:00:00,,,
NG2_2024_5445,3,2024-05-22 00:00:00,,,
NG2_2024_5446,3,2024-05-23 00:00:00,,,
NG2_2024_5447,3,2024-05-24 00:00:00,,,
NG2_2024_5448,3,2024-05-25 00:00:00,,,
NG2_2024_5449,3,2024-05-26 00:00:00,,,
NG2_2024_5450,3,2024-05-26 00:00:00,,,
NG2_2024_5451,3,2024-05-27 00:00:00,,,
NG2_2024_5452,3,2024-05-28 00:00:00,,,
NG2_2024_5453,3,2024-05-29 00:00:00,,,
NG2_2024_5454,3,2024-05-30 00:00:00,,,
NG2_2024_5455,3,2024-05-31 00:00:00,,,
NG2_2024_5456,3,2024-06-01 00:00:00,,,
NG2_2024_5457,3,2024-06-02 00:00:00,,,
NG2_2024_5458,3,2024-06-02 00:00:00,,,
NG2_2024_5459,3,2024-06-03 00:00:00,,,
NG2_2024_5460,3,2024-06-04 00:00:00,,,
NG2_2024_5461,3,2024-06-05 00:00:00,,,
NG2_2024_5462,3,2024-06-06 00:00:00,,,
NG2_2024_5463,3,2024-06-07 00:00:00,,,
NG2_2024_5464,3,2024-06-08 00:00:00,,,
NG2_2024_5465,3,2024-06-08 00:00:00,,,
NG2_2024_5466,3,2024-06-09 00:00:00,,,
NG2_2024_5467,3,2024-06-10 00:00:00,,,
NG2_2024_5468,3,2024-06-11 00:00:00,,,
NG2_2024_5469,3,2024-06-12 00:00:00,,,
NG2_2024_5470,3,2024-06-13 00:00:00,,,
NG2_2024_5471,3,2024-06-13 00:00:00,,,
NG2_2024_5472,3,2024-06-14 00:00:00,,,
NG2_2024_5473,3,2024-06-15 00:00:00,,,
NG2_2024_5474,3,2024-06-16 00:00:00,,,
NG2_2024_5475,3,2024-06-17 00:00:00,,,
NG2_2024_5476,3,2024-06-18 00:00:00,,,
NG2_2024_5477,3,2024-06-19 00:00:00,,,
NG2_2024_5478,3,2024-06-20 00:00:00,,,
NG2_2024_5479,3,2024-06-21 00:00:00,,,
NG2_2024_5480,3,2024-06-22 00:00:00,,,
NG2_2024_5481,3,2024-06-22 00:00:00,,,
NG2_2024_5482,3,2024-06-23 00:00:00,,,
NG2_2024_5483,3,2024-06-24 00:00:00,,,
NG2_2024_5484,3,2024-06-25 00:00:00,,,
NG2_2024_5485,3,2024-06-26 00:00:00,,,
NG2_2024_5486,3,2024-06-27 00:00:00,,,
NG2_2024_5487,3,2024-06-28 00:00:00,,,
NG2_2024_5488,3,2024-06-28 00:00:00,,,
NG2_2024_5489,3,2024-06-29 00:00:00,,,
NG2_2024_5490,3,2024-06-30 00:00:00,,,
NG2_2024_5491,3,2024-07-01 00:00:00,,,
NG2_2024_5492,3,2024-07-02 00:00:00,,,
NG2_2024_5493,3,2024-07-03 00:00:00,,,
NG2_2024_5494,3,2024-07-03 00:00:00,,,
NG2_2024_5495,3,2024-07-04 00:00:00,,,
NG2_2024_5496,3,2024-07-05 00:00:00,,,
NG2_2024_5497,3,2024-07-06 00:00:00,,,
NG2_2024_5498,3,2024-07-07 00:00:00,,,
NG2_2024_5499,3,2024-07-08 00:00:00,,,
NG2_2024_5500,3,2024-07-09 00:00:00,,,
NG2_2024_5501,3,2024-07-10 00:00:00,,,
NG2_2024_5502,3,2024-07-11 00:00:00,,,
NG2_2024_5503,3,2024-07-11 00:00:00,,,
NG2_2024_5504,3,2024-07-12 00:00:00,,,
NG2_2024_5505,3,2024-07-13 00:00:00,,,
NG2_2024_5506,3,2024-07-14 00:00:00,,,
NG2_2024_5507,3,2024-07-15 00:00:00,,,
NG2_2024_5508,3,2024-07-16 00:00:00,,,
NG2_2024_5509,3,2024-07-17 00:00:00,,,
NG2_2024_5510,3,2024-07-18 00:00:00,,,
NG2_2024_5511,3,2024-07-19 00:00:00,,,
NG2_2024_5512,3,2024-07-20 00:00:00,,,
NG2_2024_5513,3,2024-07-20 00:00:00,,,
NG2_2024_5514,3,2024-07-21 00:00:00,,,
NG2_2024_5515,3,2024-07-22 00:00:00,,,
NG2_2024_5516,3,2024-07-23 00:00:00,,,
NG2_2024_5517,3,2024-07-24 00:00:00,,,
NG2_2024_5518,3,2024-07-25 00:00:00,,,
NG2_2024_5519,3,2024-07-26 00:00:00,,,
NG2_2024_5520,3,2024-07-27 00:00:00,,,
NG2_2024_5521,3,2024-07-28 00:00:00,,,
NG2_2024_5522,3,2024-07-28 00:00:00,,,
NG2_2024_5523,3,2024-07-29 00:00:00,,,
NG2_2024_5524,3,2024-07-30 00:00:00,,,
NG2_2024_5525,3,2024-07-31 00:00:00,,,
NG2_2024_5526,3,2024-08-01 00:00:00,,,
NG2_2024_5527,3,2024-08-02 00:00:00,,,
NG2_2024_5528,3,2024-08-03 00:00:00,,,
NG2_2024_5529,3,2024-08-03 00:00:00,,,
NG2_2024_5530,3,2024-08-04 00:00:00,,,
NG2_2024_5531,3,2024-08-05 00:00:00,,,
NG2_2024_5532,3,2024-08-06 00:00:00,,,
